# Station : HERBAUDIERE
# Longitude : -2.298913
# Latitude : 47.024943
# Organisme fournisseur de données : Shom, CCNoirmoutier, CCI Vendée, CG85
# Fuseau horaire : UTC
# Référence verticale : zero_hydrographique
# Unité : m
# Source 1 : Données brutes temps réel
# Source 2 : Données brutes temps différé
# Source 3 : Données validées temps différé
# Source 4 : Données horaires validées
# Source 5 : Données horaires brutes
# Source 6 : Pleines et basses mers
# Date;Valeur;Source
28/01/2021 17:00:00;5.2;4
28/01/2021 18:00:00;4.516;4
28/01/2021 19:00:00;3.599;4
28/01/2021 20:00:00;2.609;4
28/01/2021 21:00:00;1.862;4
28/01/2021 22:00:00;1.564;4
28/01/2021 23:00:00;1.978;4
29/01/2021 00:00:00;2.984;4
29/01/2021 01:00:00;4.083;4
29/01/2021 02:00:00;5.016;4
29/01/2021 03:00:00;5.616;4
29/01/2021 04:00:00;5.747;4
29/01/2021 05:00:00;5.478;4
29/01/2021 06:00:00;4.944;4
29/01/2021 07:00:00;4.031;4
29/01/2021 08:00:00;2.863;4
29/01/2021 09:00:00;1.873;4
29/01/2021 10:00:00;1.325;4
29/01/2021 11:00:00;1.4;4
29/01/2021 12:00:00;2.176;4
29/01/2021 13:00:00;3.379;4
29/01/2021 14:00:00;4.464;4
29/01/2021 15:00:00;5.257;4
29/01/2021 16:00:00;5.611;4
29/01/2021 17:00:00;5.51;4
29/01/2021 18:00:00;5.049;4
29/01/2021 19:00:00;4.218;4
29/01/2021 20:00:00;3.149;4
29/01/2021 21:00:00;2.072;4
29/01/2021 22:00:00;1.418;4
29/01/2021 23:00:00;1.436;4
30/01/2021 00:00:00;2.231;4
30/01/2021 01:00:00;3.463;4
30/01/2021 02:00:00;4.707;4
30/01/2021 03:00:00;5.606;4
30/01/2021 04:00:00;5.934;4
30/01/2021 05:00:00;5.905;4
30/01/2021 06:00:00;5.593;4
30/01/2021 07:00:00;4.852;4
30/01/2021 08:00:00;3.78;4
30/01/2021 09:00:00;2.627;4
30/01/2021 10:00:00;1.706;4
30/01/2021 11:00:00;1.37;4
30/01/2021 12:00:00;1.752;4
30/01/2021 13:00:00;2.775;4
30/01/2021 14:00:00;4.026;4
30/01/2021 15:00:00;5.115;4
30/01/2021 16:00:00;5.803;4
30/01/2021 17:00:00;5.959;4
30/01/2021 18:00:00;5.699;4
30/01/2021 19:00:00;5.095;4
30/01/2021 20:00:00;4.109;4
30/01/2021 21:00:00;3.012;4
30/01/2021 22:00:00;1.89;4
30/01/2021 23:00:00;1.281;4
31/01/2021 00:00:00;1.488;4
31/01/2021 01:00:00;2.469;4
31/01/2021 02:00:00;3.795;4
31/01/2021 03:00:00;4.909;4
31/01/2021 04:00:00;5.744;4
31/01/2021 05:00:00;6.004;4
31/01/2021 06:00:00;5.777;4
31/01/2021 07:00:00;5.269;4
31/01/2021 08:00:00;4.354;4
31/01/2021 09:00:00;3.218;4
31/01/2021 10:00:00;2.117;4
31/01/2021 11:00:00;1.346;4
31/01/2021 12:00:00;1.231;4
31/01/2021 13:00:00;1.873;4
31/01/2021 14:00:00;3.136;4
31/01/2021 15:00:00;4.427;4
31/01/2021 16:00:00;5.475;4
31/01/2021 17:00:00;5.988;4
31/01/2021 18:00:00;5.956;4
31/01/2021 19:00:00;5.614;4
31/01/2021 20:00:00;4.893;4
31/01/2021 21:00:00;3.817;4
31/01/2021 22:00:00;2.619;4
31/01/2021 23:00:00;1.738;4
01/02/2021 00:00:00;1.477;4
01/02/2021 01:00:00;1.949;4
01/02/2021 02:00:00;3.07;4
01/02/2021 03:00:00;4.401;4
01/02/2021 04:00:00;5.519;4
01/02/2021 05:00:00;6.101;4
01/02/2021 06:00:00;6.074;4
01/02/2021 07:00:00;5.781;4
01/02/2021 08:00:00;5.305;4
01/02/2021 09:00:00;4.342;4
01/02/2021 10:00:00;3.117;4
01/02/2021 11:00:00;2.06;4
01/02/2021 12:00:00;1.401;4
01/02/2021 13:00:00;1.432;4
01/02/2021 14:00:00;2.188;4
01/02/2021 15:00:00;3.465;4
01/02/2021 16:00:00;4.609;4
01/02/2021 17:00:00;5.521;4
01/02/2021 18:00:00;5.795;4
01/02/2021 19:00:00;5.589;4
01/02/2021 20:00:00;5.112;4
01/02/2021 21:00:00;4.362;4
01/02/2021 22:00:00;3.283;4
01/02/2021 23:00:00;2.291;4
02/02/2021 00:00:00;1.59;4
02/02/2021 01:00:00;1.564;4
02/02/2021 02:00:00;2.251;4
02/02/2021 03:00:00;3.476;4
02/02/2021 04:00:00;4.746;4
02/02/2021 05:00:00;5.671;4
02/02/2021 06:00:00;6.04;4
02/02/2021 07:00:00;5.872;4
02/02/2021 08:00:00;5.548;4
02/02/2021 09:00:00;4.876;4
02/02/2021 10:00:00;3.944;4
02/02/2021 11:00:00;2.838;4
02/02/2021 12:00:00;1.907;4
02/02/2021 13:00:00;1.459;4
02/02/2021 14:00:00;1.717;4
02/02/2021 15:00:00;2.706;4
02/02/2021 16:00:00;3.998;4
02/02/2021 17:00:00;5.014;4
02/02/2021 18:00:00;5.575;4
02/02/2021 19:00:00;5.598;4
02/02/2021 20:00:00;5.345;4
02/02/2021 21:00:00;4.895;4
02/02/2021 22:00:00;4.166;4
02/02/2021 23:00:00;3.189;4
03/02/2021 00:00:00;2.231;4
03/02/2021 01:00:00;1.677;4
03/02/2021 02:00:00;1.809;4
03/02/2021 03:00:00;2.61;4
03/02/2021 04:00:00;3.88;4
03/02/2021 05:00:00;5.033;4
03/02/2021 06:00:00;5.66;4
03/02/2021 07:00:00;5.742;4
03/02/2021 08:00:00;5.731;4
03/02/2021 09:00:00;5.599;4
03/02/2021 10:00:00;4.925;4
03/02/2021 11:00:00;3.718;4
03/02/2021 12:00:00;2.65;4
03/02/2021 13:00:00;1.858;4
03/02/2021 14:00:00;1.531;4
03/02/2021 15:00:00;1.913;4
03/02/2021 16:00:00;2.915;4
03/02/2021 17:00:00;4.045;4
03/02/2021 18:00:00;4.894;4
03/02/2021 19:00:00;5.262;4
03/02/2021 20:00:00;5.206;4
03/02/2021 21:00:00;4.99;4
03/02/2021 22:00:00;4.623;4
03/02/2021 23:00:00;3.99;4
04/02/2021 00:00:00;3.067;4
04/02/2021 01:00:00;2.192;4
04/02/2021 02:00:00;1.707;4
04/02/2021 03:00:00;1.862;4
04/02/2021 04:00:00;2.726;4
04/02/2021 05:00:00;3.883;4
04/02/2021 06:00:00;4.802;4
04/02/2021 07:00:00;5.285;4
04/02/2021 08:00:00;5.296;4
04/02/2021 09:00:00;5.13;4
04/02/2021 10:00:00;4.874;4
04/02/2021 11:00:00;4.429;4
04/02/2021 12:00:00;3.644;4
04/02/2021 13:00:00;2.731;4
04/02/2021 14:00:00;2.011;4
04/02/2021 15:00:00;1.817;4
04/02/2021 16:00:00;2.298;4
04/02/2021 17:00:00;3.261;4
04/02/2021 18:00:00;4.199;4
04/02/2021 19:00:00;4.803;4
04/02/2021 20:00:00;4.994;4
04/02/2021 21:00:00;4.944;4
04/02/2021 22:00:00;4.852;4
04/02/2021 23:00:00;4.588;4
05/02/2021 00:00:00;3.994;4
05/02/2021 01:00:00;3.159;4
05/02/2021 02:00:00;2.322;4
05/02/2021 03:00:00;1.908;4
05/02/2021 04:00:00;2.115;4
05/02/2021 05:00:00;2.916;4
05/02/2021 06:00:00;3.885;4
05/02/2021 07:00:00;4.6;4
05/02/2021 08:00:00;4.889;4
05/02/2021 09:00:00;4.893;4
05/02/2021 10:00:00;4.869;4
05/02/2021 11:00:00;4.763;4
05/02/2021 12:00:00;4.426;4
05/02/2021 13:00:00;3.741;4
05/02/2021 14:00:00;2.883;4
05/02/2021 15:00:00;2.211;4
05/02/2021 16:00:00;2.032;4
05/02/2021 17:00:00;2.499;4
05/02/2021 18:00:00;3.339;4
05/02/2021 19:00:00;4.081;4
05/02/2021 20:00:00;4.522;4
05/02/2021 21:00:00;4.684;4
05/02/2021 22:00:00;4.794;4
05/02/2021 23:00:00;4.786;4
06/02/2021 00:00:00;4.618;4
06/02/2021 01:00:00;4.138;4
06/02/2021 02:00:00;3.321;4
06/02/2021 03:00:00;2.49;4
06/02/2021 04:00:00;2.069;4
06/02/2021 05:00:00;2.259;4
06/02/2021 06:00:00;2.951;4
06/02/2021 07:00:00;3.749;4
06/02/2021 08:00:00;4.298;4
06/02/2021 09:00:00;4.543;4
06/02/2021 10:00:00;4.649;4
06/02/2021 11:00:00;4.789;4
06/02/2021 12:00:00;4.791;4
06/02/2021 13:00:00;4.505;4
06/02/2021 14:00:00;3.85;4
06/02/2021 15:00:00;3.081;4
06/02/2021 16:00:00;2.416;4
06/02/2021 17:00:00;2.192;4
06/02/2021 18:00:00;2.499;4
06/02/2021 19:00:00;3.121;4
06/02/2021 20:00:00;3.749;4
06/02/2021 21:00:00;4.204;4
06/02/2021 22:00:00;4.502;4
06/02/2021 23:00:00;4.754;4
07/02/2021 00:00:00;4.89;4
07/02/2021 01:00:00;4.746;4
07/02/2021 02:00:00;4.249;4
07/02/2021 03:00:00;3.491;4
07/02/2021 04:00:00;2.707;4
07/02/2021 05:00:00;2.227;4
07/02/2021 06:00:00;2.286;4
07/02/2021 07:00:00;2.754;4
07/02/2021 08:00:00;3.399;4
07/02/2021 09:00:00;3.936;4
07/02/2021 10:00:00;4.339;4
07/02/2021 11:00:00;4.637;4
07/02/2021 12:00:00;4.876;4
07/02/2021 13:00:00;4.94;4
07/02/2021 14:00:00;4.676;4
07/02/2021 15:00:00;4.073;4
07/02/2021 16:00:00;3.292;4
07/02/2021 17:00:00;2.582;4
07/02/2021 18:00:00;2.246;4
07/02/2021 19:00:00;2.41;4
07/02/2021 20:00:00;2.982;4
07/02/2021 21:00:00;3.635;4
07/02/2021 22:00:00;4.199;4
07/02/2021 23:00:00;4.626;4
08/02/2021 00:00:00;4.978;4
08/02/2021 01:00:00;5.179;4
08/02/2021 02:00:00;5.04;4
08/02/2021 03:00:00;4.538;4
08/02/2021 04:00:00;3.745;4
08/02/2021 05:00:00;2.868;4
08/02/2021 06:00:00;2.233;4
08/02/2021 07:00:00;2.108;4
08/02/2021 08:00:00;2.503;4
08/02/2021 09:00:00;3.162;4
08/02/2021 10:00:00;3.821;4
08/02/2021 11:00:00;4.375;4
08/02/2021 12:00:00;4.804;4
08/02/2021 13:00:00;5.108;4
08/02/2021 14:00:00;5.195;4
08/02/2021 15:00:00;4.957;4
08/02/2021 16:00:00;4.344;4
08/02/2021 17:00:00;3.446;4
08/02/2021 18:00:00;2.54;4
08/02/2021 19:00:00;2.025;4
08/02/2021 20:00:00;2.129;4
08/02/2021 21:00:00;2.733;4
08/02/2021 22:00:00;3.544;4
08/02/2021 23:00:00;4.243;4
09/02/2021 00:00:00;4.822;4
09/02/2021 01:00:00;5.184;4
09/02/2021 02:00:00;5.352;4
09/02/2021 03:00:00;5.244;4
09/02/2021 04:00:00;4.649;4
09/02/2021 05:00:00;3.792;4
09/02/2021 06:00:00;2.801;4
09/02/2021 07:00:00;2.034;4
09/02/2021 08:00:00;1.775;4
09/02/2021 09:00:00;2.155;4
09/02/2021 10:00:00;2.957;4
09/02/2021 11:00:00;3.829;4
09/02/2021 12:00:00;4.532;4
09/02/2021 13:00:00;5.045;4
09/02/2021 14:00:00;5.387;4
09/02/2021 15:00:00;5.462;4
09/02/2021 16:00:00;5.19;4
09/02/2021 17:00:00;4.523;4
09/02/2021 18:00:00;3.525;4
09/02/2021 19:00:00;2.516;4
09/02/2021 20:00:00;1.939;4
09/02/2021 21:00:00;1.999;4
09/02/2021 22:00:00;2.645;4
09/02/2021 23:00:00;3.585;4
10/02/2021 00:00:00;4.516;4
10/02/2021 01:00:00;5.254;4
10/02/2021 02:00:00;5.637;4
10/02/2021 03:00:00;5.679;4
10/02/2021 04:00:00;5.384;4
10/02/2021 05:00:00;4.69;4
10/02/2021 06:00:00;3.684;4
10/02/2021 07:00:00;2.602;4
10/02/2021 08:00:00;1.776;4
10/02/2021 09:00:00;1.521;4
10/02/2021 10:00:00;1.923;4
10/02/2021 11:00:00;2.808;4
10/02/2021 12:00:00;3.858;4
10/02/2021 13:00:00;4.718;4
10/02/2021 14:00:00;5.209;4
10/02/2021 15:00:00;5.391;4
10/02/2021 16:00:00;5.342;4
10/02/2021 17:00:00;4.942;4
10/02/2021 18:00:00;4.046;4
10/02/2021 19:00:00;2.9;4
10/02/2021 20:00:00;1.873;4
10/02/2021 21:00:00;1.368;4
10/02/2021 22:00:00;1.574;4
10/02/2021 23:00:00;2.414;4
11/02/2021 00:00:00;3.576;4
11/02/2021 01:00:00;4.631;4
11/02/2021 02:00:00;5.355;4
11/02/2021 03:00:00;5.66;4
11/02/2021 04:00:00;5.571;4
11/02/2021 05:00:00;5.226;4
11/02/2021 06:00:00;4.437;4
11/02/2021 07:00:00;3.318;4
11/02/2021 08:00:00;2.14;4
11/02/2021 09:00:00;1.342;4
11/02/2021 10:00:00;1.22;4
11/02/2021 11:00:00;1.829;4
11/02/2021 12:00:00;2.934;4
11/02/2021 13:00:00;4.053;4
11/02/2021 14:00:00;4.93;4
11/02/2021 15:00:00;5.437;4
11/02/2021 16:00:00;5.512;4
11/02/2021 17:00:00;5.296;4
11/02/2021 18:00:00;4.684;4
11/02/2021 19:00:00;3.701;4
11/02/2021 20:00:00;2.568;4
11/02/2021 21:00:00;1.635;4
11/02/2021 22:00:00;1.298;4
11/02/2021 23:00:00;1.685;4
12/02/2021 00:00:00;2.743;4
12/02/2021 01:00:00;4.021;4
12/02/2021 02:00:00;5.083;4
12/02/2021 03:00:00;5.768;4
12/02/2021 04:00:00;5.903;4
12/02/2021 05:00:00;5.668;4
12/02/2021 06:00:00;5.127;4
12/02/2021 07:00:00;4.184;4
12/02/2021 08:00:00;2.964;4
12/02/2021 09:00:00;1.811;4
12/02/2021 10:00:00;1.112;4
12/02/2021 11:00:00;1.156;4
12/02/2021 12:00:00;1.994;4
12/02/2021 13:00:00;3.262;4
12/02/2021 14:00:00;4.442;4
12/02/2021 15:00:00;5.306;4
12/02/2021 16:00:00;5.566;4
12/02/2021 17:00:00;5.335;4
12/02/2021 18:00:00;4.951;4
12/02/2021 19:00:00;4.248;4
12/02/2021 20:00:00;3.191;4
12/02/2021 21:00:00;2.038;4
12/02/2021 22:00:00;1.241;4
12/02/2021 23:00:00;1.085;4
13/02/2021 00:00:00;1.728;4
13/02/2021 01:00:00;2.954;4
13/02/2021 02:00:00;4.291;4
13/02/2021 03:00:00;5.301;4
13/02/2021 04:00:00;5.753;4
13/02/2021 05:00:00;5.678;4
13/02/2021 06:00:00;5.311;4
13/02/2021 07:00:00;4.669;4
13/02/2021 08:00:00;3.579;4
13/02/2021 09:00:00;2.361;4
13/02/2021 10:00:00;1.324;4
13/02/2021 11:00:00;0.905;4
13/02/2021 12:00:00;1.261;4
13/02/2021 13:00:00;2.35;4
13/02/2021 14:00:00;3.726;4
13/02/2021 15:00:00;4.817;4
13/02/2021 16:00:00;5.424;4
13/02/2021 17:00:00;5.438;4
13/02/2021 18:00:00;5.145;4
13/02/2021 19:00:00;4.626;4
13/02/2021 20:00:00;3.808;4
13/02/2021 21:00:00;2.722;4
13/02/2021 22:00:00;1.694;4
13/02/2021 23:00:00;1.092;4
14/02/2021 00:00:00;1.224;4
14/02/2021 01:00:00;2.122;4
14/02/2021 02:00:00;3.468;4
14/02/2021 03:00:00;4.727;4
14/02/2021 04:00:00;5.602;4
14/02/2021 05:00:00;5.806;4
14/02/2021 06:00:00;5.542;4
14/02/2021 07:00:00;5.088;4
14/02/2021 08:00:00;4.289;4
14/02/2021 09:00:00;3.212;4
14/02/2021 10:00:00;2.109;4
14/02/2021 11:00:00;1.315;4
14/02/2021 12:00:00;1.175;4
14/02/2021 13:00:00;1.776;4
14/02/2021 14:00:00;2.974;4
14/02/2021 15:00:00;4.236;4
14/02/2021 16:00:00;5.235;4
14/02/2021 17:00:00;5.604;4
14/02/2021 18:00:00;5.355;4
14/02/2021 19:00:00;4.917;4
14/02/2021 20:00:00;4.325;4
14/02/2021 21:00:00;3.47;4
14/02/2021 22:00:00;2.452;4
14/02/2021 23:00:00;1.623;4
15/02/2021 00:00:00;1.297;4
15/02/2021 01:00:00;1.683;4
15/02/2021 02:00:00;2.755;4
15/02/2021 03:00:00;4.093;4
15/02/2021 04:00:00;5.181;4
15/02/2021 05:00:00;5.795;4
15/02/2021 06:00:00;5.689;4
15/02/2021 07:00:00;5.316;4
15/02/2021 08:00:00;4.727;4
15/02/2021 09:00:00;3.869;4
15/02/2021 10:00:00;2.861;4
15/02/2021 11:00:00;1.892;4
15/02/2021 12:00:00;1.387;4
15/02/2021 13:00:00;1.487;4
15/02/2021 14:00:00;2.351;4
15/02/2021 15:00:00;3.619;4
15/02/2021 16:00:00;4.751;4
15/02/2021 17:00:00;5.393;4
15/02/2021 18:00:00;5.397;4
15/02/2021 19:00:00;5.028;4
15/02/2021 20:00:00;4.551;4
15/02/2021 21:00:00;3.903;4
15/02/2021 22:00:00;3.112;4
15/02/2021 23:00:00;2.252;4
16/02/2021 00:00:00;1.675;4
16/02/2021 01:00:00;1.664;4
16/02/2021 02:00:00;2.336;4
16/02/2021 03:00:00;3.449;4
16/02/2021 04:00:00;4.608;4
16/02/2021 05:00:00;5.438;4
16/02/2021 06:00:00;5.685;4
16/02/2021 07:00:00;5.45;4
16/02/2021 08:00:00;5.017;4
16/02/2021 09:00:00;4.354;4
16/02/2021 10:00:00;3.508;4
16/02/2021 11:00:00;2.608;4
16/02/2021 12:00:00;1.924;4
16/02/2021 13:00:00;1.667;4
16/02/2021 14:00:00;2.118;4
16/02/2021 15:00:00;3.129;4
16/02/2021 16:00:00;4.215;4
16/02/2021 17:00:00;5.058;4
16/02/2021 18:00:00;5.321;4
16/02/2021 19:00:00;5.122;4
16/02/2021 20:00:00;4.709;4
16/02/2021 21:00:00;4.212;4
16/02/2021 22:00:00;3.569;4
16/02/2021 23:00:00;2.8;4
17/02/2021 00:00:00;2.129;4
17/02/2021 01:00:00;1.834;4
17/02/2021 02:00:00;2.055;4
17/02/2021 03:00:00;2.835;4
17/02/2021 04:00:00;3.899;4
17/02/2021 05:00:00;4.855;4
17/02/2021 06:00:00;5.356;4
17/02/2021 07:00:00;5.32;4
17/02/2021 08:00:00;5.023;4
17/02/2021 09:00:00;4.571;4
17/02/2021 10:00:00;3.942;4
17/02/2021 11:00:00;3.176;4
17/02/2021 12:00:00;2.43;4
17/02/2021 13:00:00;1.958;4
17/02/2021 14:00:00;1.974;4
17/02/2021 15:00:00;2.614;4
17/02/2021 16:00:00;3.648;4
17/02/2021 17:00:00;4.602;4
17/02/2021 18:00:00;5.094;4
17/02/2021 19:00:00;5.058;4
17/02/2021 20:00:00;4.794;4
17/02/2021 21:00:00;4.437;4
17/02/2021 22:00:00;4.016;4
17/02/2021 23:00:00;3.434;4
18/02/2021 00:00:00;2.838;4
18/02/2021 01:00:00;2.401;4
18/02/2021 02:00:00;2.259;4
18/02/2021 03:00:00;2.611;4
18/02/2021 04:00:00;3.442;4
18/02/2021 05:00:00;4.389;4
18/02/2021 06:00:00;5.036;4
18/02/2021 07:00:00;5.262;4
18/02/2021 08:00:00;5.149;4
18/02/2021 09:00:00;4.827;4
18/02/2021 10:00:00;4.326;4
18/02/2021 11:00:00;3.726;4
18/02/2021 12:00:00;3.048;4
18/02/2021 13:00:00;2.513;4
18/02/2021 14:00:00;2.314;4
18/02/2021 15:00:00;2.523;4
18/02/2021 16:00:00;3.209;4
18/02/2021 17:00:00;4.021;4
18/02/2021 18:00:00;4.633;4
18/02/2021 19:00:00;4.845;4
18/02/2021 20:00:00;4.689;4
18/02/2021 21:00:00;4.486;4
18/02/2021 22:00:00;4.225;4
18/02/2021 23:00:00;3.878;4
19/02/2021 00:00:00;3.363;4
19/02/2021 01:00:00;2.815;4
19/02/2021 02:00:00;2.477;4
19/02/2021 03:00:00;2.506;4
19/02/2021 04:00:00;2.992;4
19/02/2021 05:00:00;3.768;4
19/02/2021 06:00:00;4.458;4
19/02/2021 07:00:00;4.798;4
19/02/2021 08:00:00;4.786;4
19/02/2021 09:00:00;4.617;4
19/02/2021 10:00:00;4.39;4
19/02/2021 11:00:00;4.127;4
19/02/2021 12:00:00;3.662;4
19/02/2021 13:00:00;3.116;4
19/02/2021 14:00:00;2.65;4
19/02/2021 15:00:00;2.561;4
19/02/2021 16:00:00;2.926;4
19/02/2021 17:00:00;3.601;4
19/02/2021 18:00:00;4.227;4
19/02/2021 19:00:00;4.56;4
19/02/2021 20:00:00;4.579;4
19/02/2021 21:00:00;4.515;4
19/02/2021 22:00:00;4.444;4
19/02/2021 23:00:00;4.268;4
20/02/2021 00:00:00;3.935;4
20/02/2021 01:00:00;3.511;4
20/02/2021 02:00:00;3.05;4
20/02/2021 03:00:00;2.793;4
20/02/2021 04:00:00;2.908;4
20/02/2021 05:00:00;3.37;4
20/02/2021 06:00:00;3.996;4
20/02/2021 07:00:00;4.484;4
20/02/2021 08:00:00;4.672;4
20/02/2021 09:00:00;4.676;4
20/02/2021 10:00:00;4.624;4
20/02/2021 11:00:00;4.505;4
20/02/2021 12:00:00;4.28;4
20/02/2021 13:00:00;3.912;4
20/02/2021 14:00:00;3.461;4
20/02/2021 15:00:00;3.09;4
20/02/2021 16:00:00;3.024;4
20/02/2021 17:00:00;3.283;4
20/02/2021 18:00:00;3.78;4
20/02/2021 19:00:00;4.264;4
20/02/2021 20:00:00;4.49;4
20/02/2021 21:00:00;4.475;4
21/02/2021 01:00:00;4.052;4
21/02/2021 02:00:00;3.648;4
21/02/2021 03:00:00;3.234;4
21/02/2021 04:00:00;2.994;4
21/02/2021 05:00:00;3.018;4
21/02/2021 06:00:00;3.325;4
21/02/2021 07:00:00;3.814;4
21/02/2021 08:00:00;4.235;4
21/02/2021 09:00:00;4.336;4
21/02/2021 10:00:00;4.433;4
21/02/2021 11:00:00;4.489;4
21/02/2021 12:00:00;4.427;4
21/02/2021 13:00:00;4.268;4
21/02/2021 14:00:00;3.918;4
21/02/2021 15:00:00;3.496;4
21/02/2021 16:00:00;3.178;4
21/02/2021 17:00:00;3.081;4
21/02/2021 18:00:00;3.254;4
21/02/2021 19:00:00;3.58;4
21/02/2021 20:00:00;3.934;4
21/02/2021 21:00:00;4.186;4
21/02/2021 22:00:00;4.375;4
21/02/2021 23:00:00;4.437;4
22/02/2021 00:00:00;4.44;4
22/02/2021 01:00:00;4.371;4
22/02/2021 02:00:00;4.132;4
22/02/2021 03:00:00;3.719;4
22/02/2021 04:00:00;3.257;4
22/02/2021 05:00:00;2.933;4
22/02/2021 06:00:00;2.857;4
22/02/2021 07:00:00;3.054;4
22/02/2021 08:00:00;3.446;4
22/02/2021 09:00:00;3.795;4
22/02/2021 10:00:00;4.096;4
22/02/2021 11:00:00;4.312;4
22/02/2021 12:00:00;4.442;4
22/02/2021 13:00:00;4.428;4
22/02/2021 14:00:00;4.205;4
22/02/2021 15:00:00;3.822;4
22/02/2021 16:00:00;3.361;4
22/02/2021 17:00:00;2.921;4
22/02/2021 18:00:00;2.734;4
22/02/2021 19:00:00;2.759;4
22/02/2021 20:00:00;3.109;4
22/02/2021 21:00:00;3.579;4
22/02/2021 22:00:00;3.995;4
22/02/2021 23:00:00;4.259;4
23/02/2021 00:00:00;4.514;4
23/02/2021 01:00:00;4.618;4
23/02/2021 02:00:00;4.493;4
23/02/2021 03:00:00;4.175;4
23/02/2021 04:00:00;3.694;4
23/02/2021 05:00:00;3.096;4
23/02/2021 06:00:00;2.67;4
23/02/2021 07:00:00;2.555;4
23/02/2021 08:00:00;2.703;4
23/02/2021 09:00:00;3.135;4
23/02/2021 10:00:00;3.679;4
23/02/2021 11:00:00;4.199;4
23/02/2021 12:00:00;4.577;4
23/02/2021 13:00:00;4.712;4
23/02/2021 14:00:00;4.63;4
23/02/2021 15:00:00;4.388;4
23/02/2021 16:00:00;3.933;4
23/02/2021 17:00:00;3.341;4
23/02/2021 18:00:00;2.734;4
23/02/2021 19:00:00;2.434;4
23/02/2021 20:00:00;2.491;4
23/02/2021 21:00:00;2.88;4
23/02/2021 22:00:00;3.438;4
23/02/2021 23:00:00;4.036;4
24/02/2021 00:00:00;4.544;4
24/02/2021 01:00:00;4.845;4
24/02/2021 02:00:00;4.866;4
24/02/2021 03:00:00;4.623;4
24/02/2021 04:00:00;4.171;4
24/02/2021 05:00:00;3.514;4
24/02/2021 06:00:00;2.837;4
24/02/2021 07:00:00;2.292;4
24/02/2021 08:00:00;2.077;4
24/02/2021 09:00:00;2.343;4
24/02/2021 10:00:00;2.921;4
24/02/2021 11:00:00;3.63;4
24/02/2021 12:00:00;4.356;4
24/02/2021 13:00:00;4.794;4
24/02/2021 14:00:00;4.988;4
24/02/2021 15:00:00;4.823;4
24/02/2021 16:00:00;4.442;4
24/02/2021 17:00:00;3.766;4
24/02/2021 18:00:00;2.988;4
24/02/2021 19:00:00;2.324;4
24/02/2021 20:00:00;2.007;4
24/02/2021 21:00:00;2.153;4
24/02/2021 22:00:00;2.704;4
24/02/2021 23:00:00;3.551;4
25/02/2021 00:00:00;4.369;4
25/02/2021 01:00:00;4.957;4
25/02/2021 02:00:00;5.148;4
25/02/2021 03:00:00;5.083;4
25/02/2021 04:00:00;4.73;4
25/02/2021 05:00:00;4.069;4
25/02/2021 06:00:00;3.197;4
25/02/2021 07:00:00;2.363;4
25/02/2021 08:00:00;1.784;4
25/02/2021 09:00:00;1.699;4
25/02/2021 10:00:00;2.135;4
25/02/2021 11:00:00;2.951;4
25/02/2021 12:00:00;3.866;4
25/02/2021 13:00:00;4.643;4
25/02/2021 14:00:00;5.115;4
25/02/2021 15:00:00;5.203;4
25/02/2021 16:00:00;4.925;4
25/02/2021 17:00:00;4.311;4
25/02/2021 18:00:00;3.417;4
25/02/2021 19:00:00;2.43;4
25/02/2021 20:00:00;1.707;4
25/02/2021 21:00:00;1.529;4
25/02/2021 22:00:00;1.923;4
25/02/2021 23:00:00;2.764;4
26/02/2021 00:00:00;3.765;4
26/02/2021 01:00:00;4.646;4
26/02/2021 02:00:00;5.206;4
26/02/2021 03:00:00;5.39;4
26/02/2021 04:00:00;5.186;4
26/02/2021 05:00:00;4.631;4
26/02/2021 06:00:00;3.732;4
26/02/2021 07:00:00;2.64;4
26/02/2021 08:00:00;1.683;4
26/02/2021 09:00:00;1.176;4
26/02/2021 10:00:00;1.302;4
26/02/2021 11:00:00;2.06;4
26/02/2021 12:00:00;3.206;4
26/02/2021 13:00:00;4.265;4
26/02/2021 14:00:00;5.058;4
26/02/2021 15:00:00;5.417;4
26/02/2021 16:00:00;5.336;4
26/02/2021 17:00:00;4.903;4
26/02/2021 18:00:00;4.093;4
26/02/2021 19:00:00;2.983;4
26/02/2021 20:00:00;1.887;4
26/02/2021 21:00:00;1.196;4
26/02/2021 22:00:00;1.17;4
26/02/2021 23:00:00;1.852;4
27/02/2021 00:00:00;3.045;4
27/02/2021 01:00:00;4.229;4
27/02/2021 02:00:00;5.139;4
27/02/2021 03:00:00;5.595;4
27/02/2021 04:00:00;5.567;4
27/02/2021 05:00:00;5.221;4
27/02/2021 06:00:00;4.48;4
27/02/2021 07:00:00;3.398;4
27/02/2021 08:00:00;2.138;4
27/02/2021 09:00:00;1.153;4
27/02/2021 10:00:00;0.778;4
27/02/2021 11:00:00;1.181;4
27/02/2021 12:00:00;2.249;4
27/02/2021 13:00:00;3.564;4
27/02/2021 14:00:00;4.687;4
27/02/2021 15:00:00;5.441;4
27/02/2021 16:00:00;5.651;4
27/02/2021 17:00:00;5.39;4
27/02/2021 18:00:00;4.741;4
27/02/2021 19:00:00;3.704;4
27/02/2021 20:00:00;2.415;4
27/02/2021 21:00:00;1.292;4
27/02/2021 22:00:00;0.734;4
27/02/2021 23:00:00;1.012;4
28/02/2021 00:00:00;2.054;4
